department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
Legal,region_2,Bachelors,m,other,1,50,3,14,0,0,59,N
Analytics,region_12,Bachelors,m,sourcing,2,33,1,3,0,0,80,N
Finance,region_2,Bachelors,m,other,1,26,5,6,0,0,59,N
Sales & Marketing,region_16,Bachelors,m,other,1,33,1,8,0,0,47,N
Procurement,region_17,Master & above,f,sourcing,1,37,5,9,1,0,71,N
Sales & Marketing,region_4,Master & above,m,other,2,51,3,12,0,0,46,N
Procurement,region_19,Bachelors,f,other,1,34,5,7,0,0,97,Y
Sales & Marketing,region_2,Bachelors,f,sourcing,1,58,1,4,0,0,46,N
Sales & Marketing,region_15,Bachelors,m,sourcing,1,30,4,4,0,1,93,Y
Procurement,region_22,Bachelors,f,sourcing,1,26,5,3,0,0,99,Y
HR,region_7,Master & above,f,other,1,43,3,6,0,0,48,N
Operations,region_32,Bachelors,m,sourcing,1,29,1,2,0,0,61,N
Sales & Marketing,region_5,Bachelors,m,other,1,48,3,19,1,0,51,N
Finance,region_7,Below Secondary,m,other,3,25,5,2,1,1,64,N
Operations,region_29,Bachelors,m,other,1,32,4,6,1,0,61,N
Procurement,region_13,Bachelors,f,sourcing,1,34,2,8,0,0,68,N
Sales & Marketing,region_5,Master & above,m,other,2,34,1,4,0,0,51,N
Sales & Marketing,region_13,Master & above,f,other,1,34,5,7,1,0,51,N
Sales & Marketing,region_2,Bachelors,m,sourcing,3,31,3,4,0,0,51,N
Procurement,region_22,Master & above,m,other,1,33,4,5,1,0,69,N
HR,region_8,Bachelors,m,other,1,27,5,5,1,0,53,N
Operations,region_2,Bachelors,f,other,1,44,3,3,1,0,57,N
Procurement,region_14,Bachelors,m,other,1,31,1,8,0,0,66,N
Sales & Marketing,region_2,Bachelors,f,other,1,34,5,8,0,0,50,N
Analytics,region_7,Bachelors,f,other,2,32,5,2,1,0,86,N
Sales & Marketing,region_10,Bachelors,m,sourcing,1,33,1,5,0,0,50,N
Sales & Marketing,region_14,Bachelors,m,sourcing,1,30,4,7,0,0,52,N
Operations,region_16,Bachelors,m,other,1,42,5,12,0,0,58,N
Operations,region_15,Master & above,m,sourcing,2,43,3,14,1,0,88,Y
Analytics,region_19,Bachelors,m,sourcing,1,28,3,3,0,0,85,N
Sales & Marketing,region_10,Bachelors,m,other,1,37,3,9,0,0,51,N
Operations,region_31,Bachelors,f,sourcing,1,27,4,3,0,0,61,N
Sales & Marketing,region_26,Bachelors,m,other,1,37,3,9,0,0,53,N
Sales & Marketing,region_25,Bachelors,m,sourcing,1,27,2,4,0,0,49,N
Sales & Marketing,region_2,Bachelors,f,other,1,49,4,18,0,0,46,N
Sales & Marketing,region_26,Bachelors,m,sourcing,2,28,3,3,0,0,55,N
Analytics,region_28,Bachelors,m,other,2,33,5,8,1,0,88,Y
Technology,region_26,Master & above,m,other,1,33,2,3,0,0,78,N
Finance,region_22,Master & above,m,sourcing,1,35,3,7,0,0,60,N
Analytics,region_28,Bachelors,m,other,1,31,3,4,0,0,90,N
Operations,region_7,Below Secondary,f,sourcing,1,26,5,3,1,0,57,N
Analytics,region_25,Bachelors,m,other,2,27,3,2,0,0,86,N
Sales & Marketing,region_13,Master & above,f,sourcing,1,32,4,6,0,0,54,N
Sales & Marketing,region_6,Bachelors,m,sourcing,1,31,1,3,0,0,52,N
Sales & Marketing,region_22,Bachelors,m,sourcing,1,34,4,2,0,0,48,N
Operations,region_8,Bachelors,m,sourcing,2,30,1,5,0,0,58,N
Sales & Marketing,region_3,Bachelors,m,other,1,27,5,3,0,0,46,N
Operations,region_3,Master & above,m,sourcing,1,37,2,8,0,0,58,N
Operations,region_27,Master & above,f,other,2,35,3,3,0,0,52,N
Finance,region_20,Bachelors,m,other,1,28,4,4,1,0,56,N
Operations,region_13,Master & above,f,sourcing,1,42,3,4,1,1,61,N
Sales & Marketing,region_2,Master & above,f,other,1,39,5,5,0,0,47,N
Analytics,region_2,Bachelors,m,sourcing,1,36,5,7,1,0,90,N
Technology,region_2,Bachelors,m,sourcing,1,31,3,2,0,0,80,N
Operations,region_15,Bachelors,m,other,1,33,3,2,0,0,58,N
Operations,region_31,Bachelors,f,other,1,28,5,4,1,0,58,N
HR,region_7,Master & above,m,other,1,36,3,4,0,0,50,N
Procurement,region_31,Bachelors,m,other,1,34,2,10,0,0,68,N
Operations,region_32,Bachelors,f,sourcing,1,33,5,4,0,0,61,N
Sales & Marketing,region_22,Bachelors,m,other,4,26,5,2,0,0,52,N
Operations,region_22,Bachelors,m,other,1,37,5,5,0,0,63,N
Operations,region_15,Bachelors,f,sourcing,2,40,5,7,1,0,57,N
Operations,region_21,Bachelors,m,other,1,32,4,5,1,0,61,N
Operations,region_22,Bachelors,f,sourcing,1,36,3,9,0,0,58,N
Operations,region_27,Bachelors,m,sourcing,1,40,4,2,1,0,59,N
Sales & Marketing,region_24,Bachelors,m,other,1,31,2,2,0,0,49,N
Legal,region_7,Bachelors,m,other,1,30,3,7,0,0,61,N
Analytics,region_1,Bachelors,m,other,1,27,5,2,0,0,87,N
HR,region_31,Master & above,m,sourcing,1,32,5,9,1,0,47,N
Procurement,region_22,Bachelors,f,other,1,32,2,8,0,0,70,N
Sales & Marketing,region_22,Bachelors,m,other,2,29,3,2,0,0,45,N
Procurement,region_17,Bachelors,m,other,1,42,3,8,0,0,72,N
Operations,region_22,Bachelors,m,other,2,37,3,4,1,0,56,N
Sales & Marketing,region_7,Master & above,m,other,1,41,3,8,1,0,51,N
HR,region_2,Bachelors,m,other,1,56,4,8,0,0,48,N
Legal,region_2,Bachelors,m,sourcing,3,37,3,7,0,0,61,N
Finance,region_20,Bachelors,m,sourcing,1,30,3,6,0,0,74,Y
Procurement,region_13,Master & above,m,other,1,36,5,3,0,0,69,N
Sales & Marketing,region_5,Bachelors,m,sourcing,1,26,5,3,0,0,50,N
HR,region_17,Bachelors,f,sourcing,1,31,5,3,1,0,51,N
Procurement,region_2,Bachelors,m,sourcing,1,36,5,5,1,0,99,Y
Operations,region_22,Master & above,f,sourcing,1,35,1,7,0,0,57,N
Sales & Marketing,region_21,Master & above,f,other,1,35,3,8,1,0,49,N
Operations,region_15,Master & above,m,sourcing,1,54,5,6,1,0,57,N
Sales & Marketing,region_2,Bachelors,m,sourcing,2,36,2,4,0,0,48,N
Operations,region_22,Bachelors,m,other,1,30,3,2,1,0,55,Y
Procurement,region_13,Bachelors,f,sourcing,1,26,3,4,0,0,66,N
Operations,region_10,Master & above,m,sourcing,1,31,5,5,1,0,55,N
Sales & Marketing,region_7,Master & above,m,other,1,30,3,4,0,0,43,N
Sales & Marketing,region_2,Bachelors,m,other,1,48,1,7,0,0,51,N
Operations,region_2,Bachelors,m,other,1,32,4,6,1,0,61,N
Operations,region_7,Bachelors,f,sourcing,1,30,4,6,0,0,98,Y
Procurement,region_2,Master & above,m,sourcing,1,36,5,10,1,0,63,N
Sales & Marketing,region_2,Master & above,m,other,1,31,3,7,0,0,49,N
Analytics,region_7,Master & above,m,other,1,41,5,9,1,0,84,N
Sales & Marketing,region_21,Bachelors,m,sourcing,1,31,3,3,0,0,48,N
Sales & Marketing,region_4,Master & above,m,other,1,41,2,5,0,0,50,N
Operations,region_11,Bachelors,m,sourcing,1,40,4,14,0,0,66,N
Operations,region_20,Master & above,m,sourcing,1,40,3,12,0,0,58,N
Analytics,region_27,Bachelors,m,other,1,28,2,4,0,0,81,Y
Sales & Marketing,region_7,Master & above,m,sourcing,1,35,3,4,1,0,95,Y
Operations,region_15,Bachelors,m,sourcing,1,32,3,4,1,0,61,N
Analytics,region_7,Master & above,m,other,1,37,4,10,0,0,84,N
Analytics,region_4,Master & above,m,sourcing,1,49,5,4,1,0,86,N
Operations,region_29,Master & above,m,other,2,33,3,6,1,0,61,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,31,5,6,0,0,44,N
Operations,region_13,Bachelors,m,sourcing,1,32,5,3,0,0,57,N
Sales & Marketing,region_2,Bachelors,m,other,1,37,2,4,1,0,50,N
Procurement,region_20,Bachelors,f,other,1,33,2,8,0,0,73,N
Sales & Marketing,region_16,Bachelors,m,sourcing,1,44,3,18,0,0,49,N
Procurement,region_16,Bachelors,f,other,1,34,5,5,1,0,65,N
Technology,region_2,Bachelors,f,other,1,39,1,11,0,0,82,N
Operations,region_7,Bachelors,f,sourcing,1,29,3,5,1,0,60,N
Technology,region_21,Master & above,m,other,1,45,3,3,0,0,79,N
Procurement,region_2,Master & above,m,sourcing,1,39,2,9,0,0,66,N
Technology,region_2,Bachelors,m,sourcing,1,54,4,25,1,0,74,N
Legal,region_22,Master & above,m,other,1,39,2,9,0,0,62,N
HR,region_2,Master & above,f,sourcing,2,39,1,9,0,0,50,N
Technology,region_13,Bachelors,m,other,1,38,4,6,0,0,78,N
Sales & Marketing,region_27,Bachelors,f,sourcing,1,30,4,2,1,0,63,Y
Sales & Marketing,region_7,Bachelors,m,sourcing,2,31,2,7,0,0,46,N
Sales & Marketing,region_1,Bachelors,m,sourcing,1,32,3,3,0,0,50,N
HR,region_2,Bachelors,m,other,1,40,5,7,1,0,50,N
Technology,region_7,Bachelors,m,other,1,28,1,2,0,0,77,N
Procurement,region_7,Master & above,m,other,1,46,4,18,0,0,70,N
Sales & Marketing,region_2,Master & above,f,sourcing,1,47,1,10,0,0,52,N
Procurement,region_27,Bachelors,m,sourcing,1,32,5,7,0,0,71,N
Procurement,region_15,Bachelors,f,other,1,29,3,4,0,0,74,N
Procurement,region_14,Bachelors,m,other,1,32,4,6,1,1,67,N
Sales & Marketing,region_2,Bachelors,m,other,1,59,5,4,1,0,46,N
Operations,region_2,Master & above,f,other,1,54,3,7,0,0,60,N
Operations,region_32,Bachelors,m,other,1,30,3,7,1,0,57,N
Sales & Marketing,region_11,Master & above,m,other,1,42,2,13,0,0,48,N
Procurement,region_5,Bachelors,m,other,5,30,3,1,0,0,68,N
Analytics,region_31,Master & above,m,sourcing,1,35,3,3,0,0,82,N
Technology,region_4,Bachelors,m,other,2,32,5,9,1,0,80,N
Sales & Marketing,region_2,Bachelors,m,sourcing,1,35,3,6,1,0,50,Y
Procurement,region_31,Bachelors,m,other,1,43,3,16,1,0,68,N
Sales & Marketing,region_2,Master & above,m,sourcing,2,35,3,6,0,0,48,N
Analytics,region_2,Bachelors,m,other,2,36,4,9,0,0,85,N
HR,region_22,Below Secondary,m,other,1,22,5,2,1,0,49,Y
Legal,region_7,Master & above,m,other,1,38,3,6,0,0,62,N
Technology,region_11,Bachelors,f,other,1,28,3,2,0,0,76,N
Technology,region_31,Master & above,m,sourcing,1,40,3,4,0,0,75,N
Operations,region_26,Bachelors,m,other,1,37,3,10,0,0,59,N
Technology,region_5,Bachelors,m,other,1,26,4,4,0,0,85,N
Technology,region_5,Master & above,m,other,1,40,3,4,0,0,82,N
Procurement,region_17,Master & above,f,sourcing,2,39,4,12,0,0,66,N
Operations,region_15,Master & above,m,sourcing,1,35,3,4,1,0,60,N
Sales & Marketing,region_2,Bachelors,m,other,1,28,4,3,1,0,46,N
Operations,region_7,Master & above,f,other,1,43,3,3,0,0,57,N
Analytics,region_7,Bachelors,m,sourcing,2,34,4,6,1,0,88,N
Technology,region_5,Bachelors,m,other,2,34,3,7,0,0,81,N
Analytics,region_31,Bachelors,m,sourcing,2,34,4,5,0,0,90,N
Technology,region_2,Bachelors,f,sourcing,1,56,5,9,1,0,79,N
Analytics,region_2,Bachelors,f,other,1,28,5,2,1,0,82,N
Technology,region_10,Master & above,m,other,1,37,4,4,1,0,79,N
Operations,region_4,Bachelors,f,sourcing,1,26,3,2,0,0,59,N
Sales & Marketing,region_15,Bachelors,m,other,1,31,3,2,0,0,43,N
Operations,region_25,Bachelors,m,other,1,31,3,7,0,0,60,N
Technology,region_23,Bachelors,m,other,1,33,5,6,1,0,81,N
Sales & Marketing,region_25,Bachelors,m,sourcing,2,34,1,8,0,0,50,N
Analytics,region_4,Master & above,m,other,2,51,5,18,0,0,85,N
Operations,region_15,Bachelors,m,other,1,29,4,2,0,0,60,N
Operations,region_2,Master & above,f,other,1,51,4,18,1,0,59,Y
Finance,region_22,Bachelors,f,other,1,27,3,2,0,0,60,N
Finance,region_25,Bachelors,m,other,1,31,4,2,1,0,64,N
Operations,region_12,Bachelors,f,other,1,31,4,3,1,0,59,N
Analytics,region_23,Master & above,m,other,1,40,3,9,0,0,85,N
Procurement,region_22,Master & above,f,sourcing,1,34,5,3,1,0,70,N
Technology,region_2,Bachelors,f,sourcing,1,58,1,5,0,0,79,N
Operations,region_4,Bachelors,f,other,1,38,4,8,1,0,61,N
Finance,region_27,Bachelors,m,sourcing,3,33,1,4,0,0,63,N
Sales & Marketing,region_27,Master & above,m,other,1,39,1,10,0,0,49,N
Sales & Marketing,region_16,Bachelors,f,sourcing,2,27,3,4,0,0,49,N
HR,region_22,Bachelors,m,other,1,26,4,2,0,0,49,N
Sales & Marketing,region_2,Master & above,m,other,1,57,1,6,0,0,53,N
Sales & Marketing,region_23,Master & above,m,other,1,34,5,5,1,0,49,N
Operations,region_2,Bachelors,m,other,1,30,3,5,0,0,66,N
Sales & Marketing,region_15,Bachelors,m,other,1,34,3,3,0,0,47,N
Procurement,region_2,Bachelors,m,sourcing,1,50,3,12,0,0,70,N
Operations,region_2,Bachelors,f,sourcing,1,30,5,4,1,0,58,Y
Finance,region_27,Bachelors,m,other,1,36,3,7,1,0,60,N
Sales & Marketing,region_11,Bachelors,m,other,1,38,4,10,0,0,47,N
Technology,region_4,Bachelors,f,other,2,27,5,4,1,0,75,N
Technology,region_26,Master & above,m,other,1,38,1,5,1,0,77,N
Procurement,region_22,Bachelors,m,other,1,32,4,5,1,0,69,N
Technology,region_26,Master & above,f,sourcing,2,41,3,3,0,0,75,N
Legal,region_22,Bachelors,m,other,1,37,5,4,1,0,57,N
Sales & Marketing,region_2,Master & above,m,other,1,53,5,15,0,0,51,N
Procurement,region_7,Master & above,m,sourcing,2,46,5,7,1,0,65,N
Operations,region_19,Bachelors,f,other,2,34,4,8,1,0,60,N
Analytics,region_14,Bachelors,m,other,1,41,1,11,0,0,89,N
R&D,region_24,Master & above,m,other,1,30,1,2,0,0,85,N
Operations,region_7,Bachelors,m,sourcing,1,27,5,3,1,0,58,N
Finance,region_2,Bachelors,f,sourcing,1,27,3,2,0,0,58,N
Operations,region_19,Bachelors,f,other,1,42,2,5,1,0,62,Y
Sales & Marketing,region_20,Bachelors,m,sourcing,1,27,3,1,0,0,51,N
Analytics,region_28,Bachelors,m,sourcing,1,31,5,4,0,0,87,N
Operations,region_13,Bachelors,m,other,1,31,3,7,1,0,59,N
Sales & Marketing,region_1,Bachelors,m,other,1,29,1,3,0,0,53,N
Operations,region_22,Bachelors,f,other,1,38,3,7,0,0,60,N
Operations,region_32,Master & above,f,sourcing,1,40,5,10,1,0,59,N
Technology,region_2,Bachelors,m,other,1,57,3,15,0,0,77,N
Operations,region_2,Bachelors,f,referred,1,33,5,7,1,0,57,N
Operations,region_22,Bachelors,m,other,2,28,1,4,0,0,60,N
Procurement,region_2,Bachelors,f,other,2,59,3,5,0,0,67,N
Technology,region_2,Master & above,m,other,1,37,1,4,0,0,82,N
Sales & Marketing,region_30,Master & above,m,other,1,40,5,6,0,0,51,N
Operations,region_13,Bachelors,f,sourcing,1,35,5,6,1,0,61,N
Operations,region_16,Bachelors,f,other,3,28,3,2,1,0,62,N
Operations,region_11,Master & above,m,other,2,42,3,5,1,0,62,N
Finance,region_13,Bachelors,m,other,1,27,3,3,0,0,59,N
Procurement,region_2,Master & above,m,sourcing,1,50,2,6,0,0,72,N
Operations,region_12,Bachelors,m,sourcing,1,31,5,3,1,0,58,N
Operations,region_22,Bachelors,f,other,1,36,1,10,0,0,62,N
Operations,region_2,Bachelors,m,sourcing,1,38,2,10,1,0,56,N
Sales & Marketing,region_25,Bachelors,m,other,1,36,3,7,1,0,48,N
Technology,region_22,Master & above,m,other,1,29,5,3,0,1,85,Y
Analytics,region_22,Master & above,m,sourcing,2,32,4,3,0,0,86,N
Sales & Marketing,region_2,Master & above,m,sourcing,1,40,3,9,1,0,49,N
Sales & Marketing,region_10,Bachelors,m,other,1,32,1,5,0,0,51,N
Sales & Marketing,region_7,Bachelors,f,sourcing,1,32,5,6,1,0,52,N
Operations,region_32,Bachelors,m,other,1,31,3,7,0,0,59,N
Procurement,region_2,Bachelors,m,sourcing,1,48,1,18,0,0,67,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,29,5,4,1,0,48,N
Analytics,region_22,Master & above,m,sourcing,1,36,3,10,0,0,87,N
Finance,region_15,Bachelors,m,other,1,25,3,4,0,0,60,N
Technology,region_2,Master & above,m,sourcing,3,60,4,15,0,0,80,N
Analytics,region_2,Bachelors,m,other,1,40,5,11,0,0,86,N
Legal,region_27,Bachelors,m,other,1,30,3,3,0,0,61,N
Operations,region_22,Bachelors,f,sourcing,1,43,4,11,1,0,58,N
Sales & Marketing,region_7,Bachelors,m,sourcing,1,39,5,2,0,0,48,N
Procurement,region_2,Bachelors,f,other,2,55,3,28,1,0,67,N
Operations,region_22,Master & above,f,other,1,43,3,4,1,0,58,Y
Operations,region_26,Bachelors,m,other,1,28,1,3,0,0,57,N
Technology,region_33,Bachelors,m,other,1,33,3,8,0,0,78,N
Sales & Marketing,region_28,Master & above,m,sourcing,1,43,4,12,0,0,49,N
Sales & Marketing,region_9,Bachelors,m,other,4,30,3,5,0,0,51,N
Legal,region_22,Bachelors,m,sourcing,3,24,3,2,0,0,64,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,46,1,2,0,0,52,N
Operations,region_7,Below Secondary,m,other,2,25,5,3,1,0,60,N
Sales & Marketing,region_32,Bachelors,m,other,1,41,3,8,0,0,49,N
Operations,region_2,Bachelors,f,sourcing,1,36,1,5,0,0,56,N
Finance,region_20,Bachelors,f,sourcing,1,27,5,4,1,0,59,N
Operations,region_29,Bachelors,f,other,1,29,3,3,0,0,59,N
Operations,region_11,Bachelors,m,sourcing,1,29,5,4,0,0,59,N
Sales & Marketing,region_22,Master & above,m,other,1,42,5,10,0,0,58,Y
Technology,region_16,Bachelors,f,sourcing,1,26,3,3,1,0,82,N
Sales & Marketing,region_2,Master & above,m,other,1,33,3,4,1,0,47,N
Technology,region_2,Master & above,m,sourcing,1,40,3,3,1,0,79,N
Sales & Marketing,region_22,Bachelors,m,sourcing,3,23,4,2,0,0,50,N
HR,region_22,Bachelors,m,referred,1,30,4,4,1,0,53,N
Operations,region_22,Master & above,m,sourcing,1,30,4,5,0,0,60,N
Operations,region_22,Bachelors,m,other,1,43,4,4,1,0,55,N
Sales & Marketing,region_2,Master & above,f,other,1,33,1,10,0,0,52,N
Technology,region_6,Bachelors,f,sourcing,2,32,5,5,0,0,78,N
Sales & Marketing,region_28,Bachelors,m,other,1,32,1,4,0,1,49,N
Technology,region_22,Bachelors,f,sourcing,1,29,1,6,0,0,82,N
HR,region_4,Master & above,m,other,1,36,3,7,0,0,48,N
Procurement,region_2,Below Secondary,m,sourcing,1,22,4,2,1,0,68,N
Sales & Marketing,region_3,Bachelors,m,other,1,43,5,12,0,0,49,N
Sales & Marketing,region_22,Master & above,f,sourcing,1,33,3,6,0,0,51,N
Finance,region_30,Bachelors,m,sourcing,1,28,1,2,0,0,62,N
Sales & Marketing,region_17,Bachelors,m,other,1,37,1,10,0,0,47,N
Technology,region_16,Bachelors,f,sourcing,1,36,2,9,0,0,83,N
Sales & Marketing,region_13,Bachelors,m,sourcing,1,37,1,6,0,0,45,N
Procurement,region_7,Bachelors,m,other,2,30,5,7,1,0,73,N
Technology,region_13,Bachelors,f,sourcing,2,38,5,3,1,0,82,N
Sales & Marketing,region_24,Bachelors,f,sourcing,1,30,1,6,0,1,46,N
Technology,region_26,Bachelors,m,other,1,26,1,2,0,0,80,N
Operations,region_15,Master & above,f,sourcing,1,43,1,10,0,0,60,N
Analytics,region_2,Master & above,m,sourcing,1,39,4,11,0,0,84,N
Sales & Marketing,region_22,Bachelors,f,sourcing,1,25,1,2,0,0,50,N
Procurement,region_15,Bachelors,f,sourcing,1,31,3,6,1,0,66,Y
Procurement,region_1,Bachelors,f,other,1,28,3,3,0,0,71,N
Procurement,region_2,Master & above,f,other,1,42,3,14,1,0,65,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,60,1,18,0,0,46,N
Operations,region_7,Bachelors,f,sourcing,1,42,5,11,0,0,69,Y
Operations,region_22,Bachelors,f,other,1,37,3,10,0,0,61,N
Procurement,region_16,Master & above,f,other,1,33,5,5,1,0,75,N
Finance,region_4,Master & above,f,sourcing,1,33,3,5,1,0,61,N
Technology,region_15,Bachelors,f,other,1,27,3,3,0,0,77,N
Sales & Marketing,region_2,Bachelors,f,other,1,50,5,8,0,0,57,N
HR,region_2,Below Secondary,f,referred,1,25,3,3,1,0,50,N
Operations,region_16,Bachelors,m,other,1,41,4,14,1,0,59,N
Legal,region_22,Bachelors,m,other,1,32,1,5,0,0,56,N
Analytics,region_8,Master & above,m,sourcing,1,31,4,5,0,0,85,N
Legal,region_22,Bachelors,m,sourcing,1,30,3,5,1,0,58,N
Operations,region_22,Bachelors,m,sourcing,1,37,5,3,0,0,61,N
Operations,region_22,Master & above,m,sourcing,1,37,1,7,0,0,58,N
Analytics,region_9,Bachelors,m,other,1,33,2,9,0,0,85,N
Analytics,region_22,Bachelors,f,sourcing,1,32,5,9,1,0,87,N
Analytics,region_22,Bachelors,m,other,1,28,4,9,0,0,84,N
Sales & Marketing,region_2,Bachelors,m,sourcing,6,50,3,15,0,0,49,N
Technology,region_22,Bachelors,m,other,1,36,3,4,0,0,78,N
R&D,region_28,Master & above,m,other,1,31,4,2,1,0,89,Y
R&D,region_4,Master & above,m,other,1,32,5,2,1,0,83,N
Sales & Marketing,region_19,Bachelors,m,sourcing,1,30,4,5,0,0,53,N
Technology,region_13,Master & above,m,other,2,37,3,6,1,0,79,N
Finance,region_28,Master & above,m,sourcing,1,33,5,5,0,0,71,Y
Operations,region_2,Master & above,m,other,1,32,5,6,1,0,60,N
Technology,region_31,Master & above,m,other,1,39,3,7,0,0,79,N
Operations,region_23,Master & above,f,other,3,39,5,8,0,0,75,Y
Technology,region_22,Bachelors,m,sourcing,1,27,5,4,0,0,85,Y
Sales & Marketing,region_27,Bachelors,f,sourcing,1,34,1,7,0,0,43,N
Operations,region_7,Bachelors,m,sourcing,1,31,4,6,0,0,62,N
Finance,region_22,Bachelors,f,other,3,26,3,3,0,0,60,N
Sales & Marketing,region_28,Bachelors,m,sourcing,1,28,3,4,1,0,53,N
Sales & Marketing,region_2,Bachelors,m,other,1,54,4,16,0,0,62,Y
Analytics,region_3,Master & above,m,sourcing,1,35,3,7,1,0,83,N
Technology,region_22,Master & above,f,other,1,33,1,4,0,0,83,N
Sales & Marketing,region_7,Bachelors,f,sourcing,1,35,1,7,0,1,46,N
Analytics,region_27,Bachelors,m,other,1,28,4,4,0,0,88,N
Technology,region_2,Bachelors,m,sourcing,3,39,1,5,1,0,83,N
Sales & Marketing,region_22,Bachelors,f,other,2,29,3,3,0,0,48,N
Procurement,region_23,Bachelors,m,sourcing,2,34,3,3,0,0,72,N
Analytics,region_22,Bachelors,m,other,2,31,4,4,0,0,80,N
Analytics,region_29,Bachelors,m,other,2,29,2,6,0,0,84,N
Procurement,region_7,Master & above,m,other,1,49,3,15,0,0,68,N
Sales & Marketing,region_4,Bachelors,m,other,1,41,3,10,1,0,48,N
Analytics,region_7,Bachelors,m,other,1,30,1,4,0,0,83,N
Sales & Marketing,region_23,Bachelors,m,other,1,27,3,4,0,0,48,N
Operations,region_25,Master & above,m,other,1,34,3,9,0,0,58,N
HR,region_23,Bachelors,f,sourcing,1,29,2,3,0,0,55,N
Finance,region_2,Below Secondary,m,other,1,23,3,2,0,0,54,N
Sales & Marketing,region_22,Bachelors,m,other,2,27,4,3,0,0,52,N
Sales & Marketing,region_7,Master & above,m,sourcing,1,48,3,4,0,0,52,N
Sales & Marketing,region_32,Bachelors,m,other,2,29,2,2,0,0,49,N
Sales & Marketing,region_2,Bachelors,f,sourcing,2,30,4,7,0,0,48,N
Sales & Marketing,region_10,Bachelors,m,sourcing,2,28,1,4,1,0,55,N
HR,region_2,Bachelors,m,sourcing,1,49,4,8,0,0,52,N
HR,region_7,Master & above,m,other,1,43,3,4,0,0,50,N
Analytics,region_2,Master & above,m,other,1,56,1,27,0,0,84,N
Technology,region_22,Bachelors,m,referred,2,28,4,3,1,0,75,N
Sales & Marketing,region_13,Bachelors,f,sourcing,2,31,3,3,0,0,46,N
Procurement,region_17,Master & above,f,sourcing,2,44,3,7,0,0,67,N
Technology,region_26,Master & above,m,sourcing,2,33,5,6,1,0,94,Y
Sales & Marketing,region_19,Bachelors,m,other,2,39,3,4,0,0,49,N
Procurement,region_2,Bachelors,m,sourcing,1,32,2,5,1,0,75,N
Analytics,region_26,Bachelors,m,sourcing,1,32,5,4,0,0,85,N
Operations,region_31,Master & above,f,sourcing,1,34,2,4,0,0,58,N
HR,region_22,Master & above,f,other,1,37,3,3,0,0,48,N
R&D,region_2,Master & above,f,other,1,31,4,6,1,0,86,N
HR,region_2,Below Secondary,f,referred,1,22,3,2,0,0,46,N
Sales & Marketing,region_13,Bachelors,m,other,1,48,5,17,0,0,61,Y
Procurement,region_8,Master & above,f,other,1,36,4,9,0,0,66,N
Technology,region_2,Master & above,m,other,2,40,4,8,1,0,78,N
Operations,region_26,Bachelors,f,other,1,39,3,9,1,0,60,N
Analytics,region_2,Bachelors,m,sourcing,1,41,1,12,0,0,85,N
Technology,region_24,Bachelors,m,other,1,33,2,7,0,0,76,N
Sales & Marketing,region_8,Master & above,m,other,2,32,1,5,0,0,52,N
Sales & Marketing,region_2,Bachelors,f,sourcing,1,51,1,20,0,0,51,N
Technology,region_5,Bachelors,f,other,1,26,3,3,0,0,79,N
Sales & Marketing,region_30,Bachelors,m,other,2,29,1,3,1,0,53,N
Procurement,region_7,Master & above,f,other,1,42,3,12,0,0,69,N
HR,region_26,Bachelors,f,sourcing,1,28,1,3,0,0,50,N
Procurement,region_1,Bachelors,m,other,1,27,1,3,0,0,66,N
Technology,region_25,Bachelors,m,sourcing,4,31,5,6,0,0,92,Y
Procurement,region_13,Bachelors,f,sourcing,1,29,4,2,0,0,84,Y
Sales & Marketing,region_11,Bachelors,m,other,1,42,3,3,0,0,49,N
Technology,region_13,Bachelors,f,other,1,37,3,3,0,0,76,N
Technology,region_16,Bachelors,f,other,1,56,3,28,1,0,84,Y
Operations,region_2,Bachelors,m,other,1,37,2,10,0,0,59,N
Operations,region_13,Master & above,f,sourcing,1,42,5,7,0,0,57,N
Sales & Marketing,region_7,Bachelors,f,other,2,31,5,2,1,0,52,N
Analytics,region_7,Master & above,m,other,3,41,3,10,0,0,87,N
Sales & Marketing,region_4,Master & above,m,other,1,55,3,2,0,0,48,N
Sales & Marketing,region_25,Bachelors,m,other,1,31,5,7,0,0,50,N
Operations,region_20,Bachelors,m,other,1,31,1,8,0,0,59,N
Operations,region_22,Master & above,f,sourcing,1,36,2,5,1,0,59,N
Procurement,region_7,Master & above,f,other,3,37,4,8,1,1,74,N
Operations,region_27,Bachelors,f,sourcing,1,39,5,5,1,0,62,N
Analytics,region_32,Bachelors,m,sourcing,1,36,3,4,1,0,81,N
Procurement,region_2,Bachelors,f,other,1,53,3,14,0,0,67,N
Sales & Marketing,region_7,Bachelors,m,other,2,52,1,10,0,0,53,N
Sales & Marketing,region_15,Bachelors,m,sourcing,2,33,3,8,0,0,51,N
Analytics,region_2,Bachelors,m,sourcing,4,33,4,4,0,0,83,N
Procurement,region_22,Bachelors,m,sourcing,1,38,3,7,1,1,67,N
